minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
30,37,0.55,4,270,75
14,5,0.52,18,360,38
2,137,2.95,1,133,158
3,2,0.04,2,0,45
2,2,1.3,1,57,50
30,9,0.11,1,261,135
1,1,0.02,1,0,153
1,2,0.18,2,0,86
30,5,0.36,27,192,50
2,7,0.8,3,59,100
1,14,0.75,3,0,60
5,10,0.28,2,0,65
2,14,3.11,1,55,415
2,31,2.04,1,0,82
1,13,0.99,2,179,100
3,4,0.39,1,267,1795
30,3,0.25,9,60,24
2,9,1.93,1,76,270
3,279,4.1,1,53,130
28,2,0.53,1,53,112
31,23,0.89,5,84,218
5,9,0.22,1,173,200
30,7,0.09,22,317,90
3,4,0.16,2,0,100
1,21,1.06,1,299,95
1,3,0.21,9,352,36
4,10,0.24,284,304,143
1,37,1.12,54,290,146
1,27,6.18,22,161,100
4,17,0.67,1,0,175
3,2,0.09,3,362,74
5,27,0.63,5,240,140
2,11,3.93,1,262,170
3,66,1.64,2,151,50
1,60,1.45,4,0,84
5,63,1.0,23,205,177
2,28,0.62,39,92,199
2,95,1.56,5,229,159
2,84,3.11,1,173,133
2,1,0.03,1,0,218
1,166,5.63,4,0,69
1,10,0.16,1,0,79
2,4,0.12,1,0,50
2,3,0.05,1,0,195
2,7,0.29,2,0,200
30,1,0.08,206,340,140
1,41,1.25,1,179,321
3,62,2.28,1,48,96
3,32,0.83,1,0,250
1,31,0.54,1,0,89
5,1,0.09,1,18,4500
2,1,0.02,2,90,300
120,1,0.02,1,83,180
2,8,0.67,4,5,225
1,13,0.72,1,251,80
1,1,0.03,1,0,60
2,59,1.04,1,258,135
30,1,0.07,1,363,99
2,54,1.36,11,326,943
2,3,0.07,1,0,35
3,72,1.39,4,161,88
1,31,2.84,2,92,145
2,5,0.44,1,4,89
1,10,0.88,1,89,499
3,57,0.48,1,307,150
30,3,0.13,22,365,179
2,3,3.0,1,349,95
2,42,1.4,2,327,149
1,147,4.91,2,142,159
2,141,6.84,2,47,99
5,2,0.03,1,0,50
30,2,0.11,73,30,26
3,16,0.43,3,344,295
1,2,0.27,2,89,65
1,3,0.08,1,0,105
30,50,0.77,20,336,99
30,123,1.65,13,330,50
30,59,0.94,2,330,75
3,18,3.18,5,236,349
6,20,0.81,1,227,195
1,233,3.86,1,58,76
1,136,2.13,2,179,69
2,90,1.48,1,246,349
2,10,0.37,7,0,45
30,9,0.2,2,0,58
4,102,1.46,2,315,175
7,2,0.1,6,89,300
300,8,0.75,1,73,104
7,1,0.08,18,133,660
2,65,4.01,1,330,169
30,70,3.09,10,291,95
2,1,1.0,39,364,161
1,5,0.43,3,0,74
30,12,0.65,1,0,179
1,25,1.79,2,331,109
5,65,0.61,1,194,128
2,17,0.51,1,0,350
2,1,0.04,84,87,183
1,1,1.0,4,296,70
3,5,0.35,260,358,199
31,8,0.13,1,0,159
1,24,3.04,13,17,420
3,1,0.03,1,0,260
7,1,0.08,10,364,80
2,1,0.37,1,33,117
2,52,3.45,1,143,119
3,13,0.87,18,353,100
4,76,2.74,1,1,245
7,1,0.09,1,52,425
28,17,0.29,1,302,110
7,1,0.23,3,134,39
30,61,4.64,4,1,90
1,2,0.03,1,0,55
30,149,2.38,1,0,98
30,6,0.36,2,254,95
3,23,0.88,3,274,225
3,22,0.77,2,340,135
3,3,0.08,1,0,65
3,2,1.54,1,346,495
2,4,4.0,45,0,191
2,175,3.73,1,343,95
30,4,0.31,26,363,50
2,25,2.21,18,237,199
2,1,0.03,1,0,70
2,1,0.04,26,365,30
1,9,0.33,1,0,50
1,22,1.12,3,307,459
1,216,4.84,51,359,141
1,19,2.1,7,179,69
2,109,1.2,1,118,68
1,30,4.84,3,324,37
1,11,0.32,142,356,123
5,3,0.05,1,0,110
3,92,1.61,1,52,85
3,11,0.23,1,0,97
30,4,0.47,1,216,56
30,1,0.06,36,314,38
1,64,2.19,4,266,61
1,14,0.95,1,0,75
2,140,3.67,3,334,85
2,1,1.0,12,210,300
15,20,0.29,14,344,90
7,2,0.15,1,0,240
4,16,1.19,1,32,130
1,31,0.9,1,294,400
1,108,2.21,15,276,141
1,7,1.56,5,164,120
2,210,3.66,2,262,255
4,1,0.11,1,52,53
7,8,0.1,1,0,170
1,1,0.05,1,0,120
28,3,0.07,1,9,115
2,183,2.36,1,0,108
90,108,2.26,2,79,110
1,1,0.02,1,0,139
1,363,8.76,1,241,149
2,2,0.23,18,363,201
2,11,0.12,2,364,45
1,134,4.18,4,330,72
30,28,0.57,2,89,199
1,16,16.0,1,107,49
3,1,1.0,24,351,114
4,59,2.4,1,342,80
30,1,1.0,4,144,65
2,15,0.62,7,354,499
1,5,0.77,13,364,18
30,4,0.27,2,73,87
2,36,2.33,2,57,55
5,1,0.02,1,0,50
3,9,0.75,1,0,99
1,135,5.74,18,59,60
2,12,0.46,1,180,80
1,66,2.7,1,6,99
2,8,0.87,2,15,300
14,3,0.13,11,76,98
2,78,3.62,2,157,70
3,70,1.62,1,19,149
2,61,2.32,3,0,250
2,68,2.48,1,0,80
2,23,0.74,1,89,164
2,99,1.16,1,359,96
1,132,7.86,5,145,124
3,27,1.06,7,268,47
7,2,0.52,23,362,35
3,18,1.78,2,233,180
1,3,3.0,13,7,99
4,1,0.03,1,0,30
4,33,1.01,1,251,250
1,5,0.63,2,218,379
1,1,0.63,44,363,91
3,43,0.73,1,79,875
2,37,1.42,4,0,39
2,1,0.04,1,88,250
32,1,0.45,8,294,48
3,44,0.7,37,9,178
9,17,0.52,3,269,65
30,1,0.36,232,130,153
31,1,0.12,142,114,137
1,142,5.66,7,118,74
5,1,1.0,1,336,250
4,12,1.01,40,227,219
31,99,1.41,6,27,137
3,3,0.66,3,44,63
1,9,0.94,1,0,99
2,10,0.88,5,358,411
3,36,0.72,1,26,105
3,34,3.21,118,0,80
3,75,3.13,1,363,85
2,227,5.3,1,196,155
3,3,0.05,1,0,180
30,4,0.16,2,344,77
3,3,0.34,1,0,105
30,1,0.1,18,340,72
1,278,5.51,1,156,71
4,12,0.3,2,365,500
29,47,1.08,2,0,140
3,1,0.16,7,0,100
1,2,0.14,108,317,168
1,5,4.55,2,364,55
1,44,0.57,2,0,435
3,1,0.03,1,0,30
1,194,2.83,16,108,159
2,46,1.59,1,39,150
1,2,0.08,1,0,80
2,16,3.38,1,107,85
30,5,0.13,6,88,69
1,9,0.21,171,345,395
3,38,1.03,2,149,295
2,2,0.04,1,0,185
31,4,0.39,1,37,56
2,87,1.5,36,1,125
1,89,2.48,2,31,200
3,194,2.26,2,179,122
31,9,0.63,3,365,350
1,11,0.58,32,0,80
2,18,0.64,2,365,74
1,51,1.97,43,0,96
2,399,3.97,1,98,99
2,4,0.69,2,360,49
2,21,0.42,1,89,175
2,32,0.7,7,333,250
2,92,3.21,7,186,199
28,7,0.22,4,208,35
10,165,2.31,11,346,118
3,23,2.9,20,166,999
1,12,0.48,1,0,57
2,13,0.41,4,179,60
3,58,1.95,6,75,71
1,4,0.53,55,4,92
30,11,0.12,2,289,95
30,1,0.05,1,0,57
2,23,1.45,1,0,119
30,2,0.17,1,178,100
3,2,0.04,1,364,475
30,1,0.11,2,190,67
1,13,0.49,6,333,100
3,5,0.64,1,0,200
5,1,0.04,86,327,367
30,9,0.14,2,365,235
2,3,0.25,1,0,99
1,10,0.12,1,0,108
3,90,2.18,2,0,904
1,8,1.26,74,326,246
7,10,0.42,1,305,119
2,20,0.53,41,0,256
3,114,2.1,3,24,100
5,8,0.2,1,0,299
1,5,0.2,1,0,141
84,124,1.15,1,90,92
1,2,0.03,1,0,45
6,155,1.32,1,365,99
1,1,0.02,1,0,80
2,37,0.93,2,0,75
1,17,1.28,3,0,245
2,14,0.74,10,84,365
1,6,0.13,2,180,600
3,41,1.39,1,0,80
30,1,0.11,146,179,81
3,2,0.05,81,243,215
1,12,1.48,2,333,94
1,7,1.08,2,123,100
4,3,0.06,1,0,265
7,2,0.16,1,0,150
2,37,3.26,4,345,87
30,27,0.38,1,72,160
1,18,2.08,51,364,135
1,33,1.88,1,3,99
3,4,0.15,1,263,220
30,16,0.44,4,365,249
1,19,0.38,4,240,40
1,66,3.5,1,91,241
5,47,0.73,2,365,199
31,77,1.97,2,364,188
1,104,1.43,1,157,135
1,35,2.2,5,0,79
14,13,0.7,1,115,125
3,24,0.49,42,324,857
1,105,6.34,5,81,117
1,1,0.08,1,0,220
3,6,0.65,1,64,47
3,112,1.45,1,173,111
2,25,0.83,2,89,357
1,259,8.17,3,0,87
7,25,5.21,1,15,850
1,7,1.02,4,365,99
28,4,0.23,5,0,25
1,1,0.03,1,0,150
2,3,0.34,48,0,185
5,11,0.26,57,236,636
2,10,1.67,62,330,120
3,85,3.68,9,145,125
4,15,0.78,10,173,50
1,1,0.12,78,327,222
1,80,3.05,2,300,95
1,67,2.27,2,34,45
2,161,4.4,1,49,84
1,1,0.06,59,83,169
2,4,0.58,14,2,119
2,1,0.17,26,29,149
4,6,0.16,1,0,120
2,195,3.01,1,337,75
2,11,1.05,1,365,90
7,161,3.72,2,9,42
1,9,0.69,124,312,149
2,7,0.25,1,0,400
2,1,0.02,1,0,70
14,8,0.32,1,65,275
2,6,0.41,1,0,135
2,14,0.23,4,364,55
1,27,3.88,4,260,250
1,182,6.02,5,1,125
2,3,0.45,1,0,50
6,6,0.24,14,365,49
1,5,0.11,36,0,250
30,2,0.08,2,201,75
2,16,0.24,5,250,150
1,3,0.08,1,67,50
1,7,0.3,16,256,131
2,41,2.08,3,347,158
30,7,0.1,35,352,45
30,1,0.58,232,302,64
14,29,0.86,43,84,93
2,2,0.11,1,350,70
1,7,0.28,3,169,238
1,72,2.79,1,304,147
3,116,3.75,11,337,180
1,80,2.76,47,307,285
2,42,2.21,2,143,100
3,7,0.09,1,346,279
7,2,0.09,2,177,69
30,13,1.48,4,89,39
2,35,2.38,27,222,205
30,52,1.23,4,319,78
4,53,1.62,4,158,450
30,1,0.1,115,1,166
2,36,1.24,1,20,425
1,258,8.15,2,129,69
1,22,3.28,3,10,60
30,133,4.01,1,0,100
30,49,1.89,1,313,199
2,2,0.44,1,193,92
5,12,0.74,2,0,41
1,81,3.47,1,0,186
30,75,1.38,2,165,100
1,98,2.79,1,84,119
30,1,0.02,1,363,100
3,1,0.04,3,25,126
1,5,5.0,1,177,175
1,10,0.19,5,125,180
2,1,0.06,4,77,97
1,57,1.26,48,0,120
30,4,0.2,1,0,125
4,33,0.87,1,7,200
1,22,2.09,2,179,68
30,3,0.18,33,363,71
30,77,2.21,4,365,69
31,34,1.57,1,193,170
2,86,3.83,1,89,92
1,14,1.15,3,109,135
4,69,0.97,3,253,69
31,4,0.07,1,269,74
3,13,0.27,83,308,239
2,264,4.15,2,338,106
2,275,5.84,1,47,90
2,64,1.93,1,39,150
2,11,1.51,2,167,200
1,16,0.75,6,283,145
1,29,2.87,1,142,72
6,2,0.21,3,0,90
1,11,2.17,6,0,150
30,2,0.18,3,0,75
3,93,4.02,1,156,110
30,2,0.02,1,0,1050
2,13,0.78,1,88,150
3,75,1.47,1,84,154
2,68,1.25,1,268,150
6,3,0.17,1,2,60
1,5,0.09,1,0,195
2,94,3.56,1,221,194
1,20,1.4,8,271,56
2,65,1.5,1,89,121
3,4,0.18,9,269,365
3,23,0.48,1,99,212
1,110,7.25,26,304,90
2,84,2.12,1,151,219
2,95,2.68,1,89,84
1,420,5.32,3,347,82
30,66,1.9,15,35,250
2,13,1.8,5,136,125
1,101,4.02,14,34,79
30,4,0.23,4,194,85
1,33,0.78,4,344,39
2,136,2.42,1,284,175
1,126,3.02,3,0,41
2,4,1.67,60,361,123
1,17,2.42,1,0,40
3,5,1.38,7,357,1686
5,110,2.34,1,121,76
1,29,3.04,1,0,120
6,6,0.16,2,0,150
30,19,0.91,1,34,33
1,54,1.35,1,363,885
7,15,0.55,2,89,229
1,2,0.29,4,0,160
2,1,0.53,11,90,394
2,19,0.39,2,237,40
1,137,1.91,2,323,50
31,180,2.27,2,274,366
30,20,0.85,125,94,249
2,15,1.1,1,0,142
2,8,0.37,1,0,89
20,1,0.28,1,47,150
3,29,0.53,1,232,650
1,7,0.21,108,338,172
1,1,0.1,9,0,186
1,86,1.54,4,179,149
2,3,0.38,1,88,80
3,39,0.94,1,287,69
1,2,0.3,25,360,58
1,210,4.14,1,310,55
2,60,1.19,36,333,171
5,104,2.92,1,111,65
1,744,6.8,2,312,65
1,426,7.25,1,15,112
2,41,1.4,1,200,90
2,1,0.08,13,98,283
3,32,0.46,1,365,149
2,19,0.63,3,89,35
5,4,0.29,1,0,130
1,1,0.06,2,0,200
2,19,0.47,1,12,55
3,139,4.81,2,7,178
2,216,5.32,2,219,161
31,3,0.41,393,338,163
30,3,0.15,4,364,249
2,42,1.04,3,0,177
1,121,2.49,12,0,18
4,19,0.5,2,360,1500
2,2,0.19,46,275,395
4,15,0.3,1,328,750
28,2,2.0,3,284,80
30,15,0.38,4,90,50
2,6,3.53,17,81,88
2,26,0.7,4,176,149
1,1,0.08,6,336,49
180,2,0.07,1,178,75
2,4,0.32,30,142,275
1,86,1.67,7,349,150
1,52,3.02,2,82,149
5,64,2.53,3,160,39
10,10,0.29,2,321,35
4,129,2.93,1,0,145
2,39,0.55,2,304,80
1,10,0.67,1,0,150
2,8,1.54,44,84,110
3,70,2.66,1,311,450
4,1,0.03,1,0,50
2,4,1.67,3,176,119
1,6,0.49,4,330,88
3,13,0.53,1,0,185
2,1,0.37,2,45,60
3,17,1.27,3,0,250
2,49,3.43,1,42,85
30,16,0.32,22,89,29
1,2,0.25,1,345,100
30,3,1.58,1,25,105
3,6,0.24,4,359,130
2,60,1.08,1,45,165
1,7,0.14,1,0,121
4,40,0.76,1,364,150
2,69,1.69,11,68,161
3,19,8.14,45,360,164
2,6,0.28,1,0,24
30,51,1.14,1,264,75
30,9,0.61,1,0,100
5,1,0.04,1,365,220
3,263,7.71,1,168,79
90,2,2.0,1,345,70
1,1,0.21,12,355,85
2,5,0.46,1,90,45
1,1,0.03,1,0,33
2,29,0.59,2,0,31
5,67,0.79,1,0,210
2,82,0.91,1,0,250
2,22,1.77,1,357,75
1,23,1.19,6,317,250
30,22,0.48,1,0,100
14,5,0.52,3,47,48
1,29,0.6,1,342,129
30,4,0.13,1,89,85
2,19,1.31,2,260,120
1,28,0.53,4,189,260
2,8,0.41,6,305,83
2,58,2.09,4,361,140
3,45,1.6,1,56,200
1,8,0.2,1,0,215
2,16,0.42,1,0,657
3,50,1.51,1,0,105
5,17,0.27,1,215,129
3,69,1.46,51,334,152
3,172,2.94,6,19,403
1,75,6.32,1,72,83
30,87,2.71,7,272,46
29,2,0.07,1,355,131
30,8,0.36,1,0,180
3,2,0.14,51,350,162
2,41,1.09,1,355,160
30,10,0.24,81,360,23
5,38,1.99,2,177,89
1,1,1.0,6,120,295
3,18,1.44,28,303,347
1,1,0.02,1,0,70
2,23,0.43,1,365,300
3,5,0.09,1,0,150
5,1,0.02,1,0,120
2,110,3.64,1,110,42
2,3,0.35,2,343,55
2,62,2.03,1,361,157
2,3,0.26,3,0,40
30,9,0.23,13,365,130
1,11,0.72,1,179,69
30,55,1.56,1,166,199
2,23,0.33,1,0,200
365,40,1.1,52,0,368
28,19,0.75,17,336,40
3,2,0.24,1,0,48
5,54,0.77,1,173,46
31,32,0.4,5,338,54
1,1,0.12,40,211,191
3,57,0.97,36,362,148
30,1,0.09,9,85,19
20,3,0.9,6,10,40
1,138,2.11,2,359,65
2,39,1.07,1,123,250
30,46,3.15,1,55,70
1,3,0.45,1,88,99
2,63,2.68,4,335,41
1,1,0.06,233,59,197
1,25,0.42,5,365,100
2,98,2.5,1,361,163
2,40,3.32,6,62,259
3,78,0.68,2,314,50
3,81,2.13,1,344,148
1,1,0.12,29,9,200
1,178,7.64,1,289,92
1,2,0.25,2,362,135
1,303,8.51,1,266,45
90,32,1.44,1,180,58
3,61,2.64,1,0,226
3,7,0.26,166,318,158
2,12,0.23,1,57,339
1,5,0.52,2,177,45
2,9,1.41,1,195,120
3,12,0.23,1,0,495
30,1,0.08,206,333,172
30,6,0.24,14,148,79
30,9,0.5,20,341,26
4,17,0.46,1,64,245
7,21,3.23,1,88,89
3,42,1.48,1,267,200
5,4,0.51,1,0,45
2,9,1.59,15,55,89
3,1,0.04,1,0,266
1,19,2.05,2,166,70
5,62,0.68,11,223,159
2,8,0.46,1,358,61
2,153,2.72,1,87,60
3,19,0.74,1,0,75
4,115,7.63,1,275,85
2,12,0.99,1,110,111
2,27,1.53,1,6,180
7,7,0.14,2,2,795
3,12,0.89,9,246,170
3,51,2.02,1,72,449
2,61,1.29,1,0,625
3,31,1.29,1,196,250
1,2,0.26,2,0,250
2,53,0.9,1,0,75
7,107,2.47,2,144,247
3,1,0.1,1,293,109
28,25,0.41,99,239,121
30,5,0.13,1,0,65
4,98,3.45,2,45,39
2,115,2.99,1,127,150
2,39,0.83,1,351,200
1,43,4.42,1,143,74
3,117,4.16,1,0,286
2,24,0.65,14,50,79
1,24,1.32,13,184,50
2,1,0.09,1,0,75
3,24,0.55,10,365,35
30,31,0.41,1,364,80
1,88,2.17,3,296,114
3,84,2.53,60,308,95
3,3,0.06,1,0,99
2,34,1.17,46,191,227
2,15,0.59,2,0,100
3,97,1.54,1,77,80
1,561,7.3,1,3,119
2,44,2.13,1,124,120
30,6,0.07,1,0,275
2,1,0.02,1,364,300
91,5,0.14,15,336,210
1,34,0.88,1,253,55
1,139,5.29,1,8,57
28,1,0.07,1,58,25
3,2,0.34,12,321,40
1,73,4.85,2,151,131
1,22,2.93,6,348,200
3,3,0.3,2,179,100
2,12,0.32,2,0,250
2,46,2.59,1,172,72
1,3,0.92,5,0,273
2,6,2.37,1,87,190
30,3,0.3,1,0,55
2,2,0.03,2,178,115
3,24,0.62,2,1,65
2,35,1.66,1,349,76
3,46,3.35,1,126,99
2,19,2.35,1,222,171
1,221,4.09,2,293,155
30,64,2.59,6,336,80
30,13,0.2,1,270,250
3,49,4.79,110,0,60
30,11,0.24,1,0,89
2,6,2.28,1,353,265
1,196,4.73,8,142,96
5,19,0.52,30,362,229
2,253,3.35,5,359,194
1,3,0.27,2,54,155
2,12,2.08,1,343,699
2,37,1.07,2,0,99
1,263,7.45,1,147,75
2,2,0.18,1,0,95
3,78,2.26,1,88,91
5,2,0.1,195,307,166
31,12,0.21,9,245,59
1,2,0.1,1,0,65
1,34,0.82,2,365,250
1,2,1.58,2,364,370
1,61,6.33,1,156,215
2,289,3.84,4,336,149
3,46,2.16,2,42,170
30,32,1.47,8,79,38
1,1,0.7,2,0,255
1,1,0.56,3,314,33
1,1,1.0,8,362,293
7,2,0.05,1,136,650
1,31,0.71,3,365,100
3,190,3.92,2,5,199
1,47,1.19,7,163,30
2,126,2.3,1,73,159
2,15,1.0,1,0,425
30,3,1.03,1,82,623
2,68,0.55,1,321,175
1,46,0.68,1,0,80
1,96,5.42,4,363,79
20,33,0.44,3,329,39
1,1,0.09,14,234,264
1,62,1.69,2,0,74
5,1,0.1,165,336,335
3,3,0.31,25,352,102
14,16,0.91,4,83,95
30,6,0.13,1,0,86
31,9,0.36,3,138,45
4,13,0.22,5,180,130
1,3,0.83,1,365,548
2,42,3.1,12,36,75
3,11,0.8,71,315,489
7,7,0.13,1,0,69
1,29,1.19,3,66,65
30,137,3.62,1,118,165
30,1,0.19,1,130,175
1,45,5.17,2,33,106
3,264,3.53,1,355,189
1,3,0.36,8,0,9999
28,5,0.24,1,292,300
3,11,0.81,1,45,320
2,43,2.54,1,126,83
2,45,0.74,1,339,150
2,4,0.13,1,0,46
1,3,0.14,1,0,150
30,1,0.14,1,364,499
4,7,0.72,39,255,199
30,5,0.09,2,0,45
4,4,0.12,10,266,273
30,82,2.57,9,197,143
1,27,3.91,13,347,118
2,170,5.13,2,138,73
2,50,1.47,1,208,349
2,3,0.76,1,210,255
6,6,0.55,16,215,225
2,6,0.12,1,0,199
2,1,0.04,71,45,220
91,58,1.61,18,0,72
1,84,2.14,22,90,28
2,1,0.09,2,167,89
1,85,4.51,2,109,75
4,43,0.46,3,351,275
30,6,0.31,1,0,130
1,25,1.33,1,2,461
2,3,0.12,3,15,225
30,29,0.34,1,177,99
2,14,1.94,2,246,70
21,1,0.04,1,0,175
30,259,4.42,2,281,90
1,25,1.1,1,119,135
1,17,1.41,2,0,130
1,1,0.03,2,89,200
2,5,0.45,5,30,525
14,1,0.11,1,0,250
30,8,0.19,1,263,121
14,7,0.12,1,0,93
30,2,0.04,1,364,68
2,9,0.58,2,365,49
30,34,0.59,1,1,80
2,38,2.53,1,114,50
1,1,0.04,3,364,210
1,8,0.18,2,363,200
5,42,0.95,1,319,145
2,1,0.23,2,363,250
3,9,0.22,3,139,144
1,37,1.37,1,0,36
1,2,2.0,26,358,169
28,90,1.06,1,305,92
1,119,3.35,3,43,161
1,14,4.29,5,88,43
31,2,0.05,1,167,70
5,8,0.22,165,287,765
2,101,1.54,1,37,150
1,42,14.16,1,332,181
3,63,0.68,5,344,265
1,1,0.07,1,289,40
30,2,0.06,4,279,100
1,43,1.91,2,55,68
2,54,1.9,7,180,60
3,81,1.68,1,156,170
3,4,0.35,78,362,225
1,71,1.25,37,357,145
3,76,2.09,1,54,47
1,1,0.02,1,0,400
2,118,1.01,3,221,109
1,3,0.35,62,341,29
2,6,0.16,1,104,195
3,4,0.3,28,245,333
2,1,0.21,28,90,119
1,648,11.32,2,243,43
3,21,1.99,1,356,275
2,3,0.21,84,183,149
30,13,0.21,47,365,100
2,106,2.33,2,289,125
30,8,0.22,19,265,114
1,8,0.67,6,0,51
1,1,0.07,1,179,65
7,2,2.0,1,122,93
3,19,0.39,13,365,145
4,203,1.84,2,0,80
2,5,0.42,1,0,290
3,68,1.78,4,0,170
2,2,0.14,1,87,70
3,42,2.0,1,29,124
7,3,0.08,5,87,178
2,2,0.1,1,0,300
3,2,0.12,1,0,550
1,10,0.53,28,365,133
2,102,1.85,2,78,450
1,256,6.4,5,312,59
1,42,3.77,2,0,60
2,51,1.51,1,156,250
28,25,0.39,1,274,150
3,1,1.0,1,113,450
14,108,1.8,2,0,49
2,13,0.47,9,90,129
2,32,1.57,5,325,120
2,17,3.36,1,143,194
1,66,2.89,3,63,50
1,113,2.4,1,0,45
1,1,0.04,1,0,100
14,2,0.18,1,97,170
30,3,0.17,44,31,38
1,104,6.23,1,350,50
30,3,0.22,1,0,120
3,2,1.46,71,158,515
1,2,0.22,4,0,80
1,60,3.42,52,365,91
2,36,1.4,31,69,400
2,26,0.54,4,180,67
2,2,0.38,4,363,191
1,31,2.35,53,23,45
3,9,0.8,195,334,288
3,59,1.73,11,10,300
30,160,2.36,2,0,110
1,1,0.03,1,0,45
2,90,1.24,7,363,68
30,1,0.11,1,166,120
7,42,1.07,1,0,89
30,7,0.44,1,182,42
1,14,1.52,52,365,45
2,34,1.06,1,357,128
3,100,1.49,7,338,45
1,227,8.05,2,27,88
30,3,0.14,1,178,1043
7,1,0.29,1,229,200
2,65,3.15,1,59,60
1,12,0.33,42,365,25
2,66,3.16,1,0,270
1,4,0.53,1,122,50
2,1,0.12,1,86,225
2,97,1.82,2,0,158
2,7,0.11,1,0,150
1,68,1.96,1,185,198
30,10,0.19,1,270,150
30,4,0.1,3,351,102
2,2,0.23,116,57,1431
30,32,0.91,2,205,40
180,41,2.25,20,363,135
2,10,0.45,1,0,80
4,2,0.1,1,220,100
1,83,1.63,2,0,149
5,123,2.31,21,244,89
2,78,3.43,1,120,182
1,27,0.63,2,365,100
31,11,0.25,1,253,75
31,57,4.66,1,79,114
1,14,1.09,2,0,364
30,4,0.05,2,7,48
30,44,1.94,2,106,132
31,6,0.27,37,231,118
30,92,2.3,1,0,65
2,10,1.11,4,0,42
1,94,4.48,2,315,88
3,10,0.96,3,0,89
2,2,0.12,3,346,120
2,7,1.01,1,179,121
5,1,0.05,195,0,319
1,19,1.79,1,0,35
2,41,1.15,49,96,202
3,142,3.54,1,21,76
30,7,0.21,3,0,100
1,8,0.48,1,89,55
31,7,0.39,6,365,335
1,88,5.3,2,132,60
3,50,1.59,1,77,87
10,18,1.73,1,287,214
1,1,0.03,1,0,60
2,339,4.26,47,98,167
1,4,0.21,142,365,91
1,1,0.09,1,363,271
1,23,1.17,24,258,70
3,4,0.09,1,364,210
3,6,0.13,1,40,200
5,86,1.76,1,50,119
2,58,2.58,1,212,148
2,22,1.36,2,0,242
1,34,1.4,4,114,65
2,86,3.08,1,105,110
3,66,2.57,2,332,658
3,4,0.09,1,0,55
2,14,1.42,116,256,166
2,2,0.24,1,0,39
30,274,3.89,1,24,155
2,47,0.89,3,365,55
1,1,0.16,4,273,65
5,20,1.55,1,79,223
30,269,6.3,1,113,118
3,97,2.08,1,180,159
60,3,0.12,1,142,59
2,13,0.72,1,88,50
2,21,1.53,23,275,97
2,3,0.43,1,2,32
12,7,0.53,1,251,85
3,145,2.41,1,114,110
4,342,2.81,1,91,350
6,5,0.49,1,358,428
2,93,3.12,2,0,90
3,25,1.11,5,200,225
4,1,0.12,1,3,136
30,5,0.22,1,0,44
2,1,0.48,12,353,564
1,219,8.6,1,59,150
4,3,0.32,1,0,139
30,4,0.11,1,0,83
2,31,2.33,23,0,147
30,2,0.25,1,1,85
10,1,0.14,26,348,133
2,2,0.06,1,0,75
2,4,0.22,76,46,219
30,3,0.19,393,178,109
1,1,0.02,1,0,65
3,32,1.1,4,89,109
1,7,3.75,1,176,262
2,255,3.94,1,220,68
4,2,0.19,2,0,85
5,32,1.11,1,253,250
3,11,0.72,1,178,125
1,358,6.99,1,170,150
1,23,1.98,1,309,65
2,1,0.16,2,343,125
1,87,4.94,9,158,71
1,12,0.24,1,0,175
1,7,0.44,1,0,34
2,24,1.15,1,0,64
4,6,0.18,1,0,129
2,21,1.36,1,337,1224
1,2,0.07,1,88,85
365,18,0.21,1,365,275
91,1,0.04,27,364,889
3,4,0.19,1,362,175
30,2,0.09,1,0,60
3,105,1.69,1,75,382
2,10,3.03,3,132,66
7,14,0.74,2,48,45
1,156,5.16,11,0,44
1,42,2.85,62,93,60
1,168,6.25,1,93,142
2,63,2.92,1,98,59
1,3,0.15,1,0,50
30,36,0.62,1,0,139
2,82,2.61,1,168,71
2,33,2.61,1,272,149
30,1,0.07,1,365,60
2,59,0.66,1,343,130
3,237,2.16,1,3,85
1,107,3.51,6,66,80
1,42,3.04,1,89,75
2,44,0.53,31,360,999
4,55,1.76,1,10,98
2,44,2.72,2,21,70
7,19,0.25,1,0,225
2,20,1.05,4,252,41
1,42,2.26,5,365,71
2,22,1.39,41,175,881
1,3,0.32,3,184,160
3,72,2.5,1,107,280
3,4,0.06,2,0,200
2,237,4.93,3,148,89
30,5,0.2,1,0,81
2,7,0.73,3,183,488
1,241,6.71,1,160,81
2,104,3.41,2,179,125
1,53,1.09,1,0,186
120,10,0.17,1,363,92
30,1,0.06,2,136,400
1,46,1.4,2,143,100
2,85,3.52,18,92,109
2,80,1.33,1,324,300
5,39,1.0,1,0,64
3,238,4.68,27,6,199
1,15,1.26,1,0,65
2,18,0.23,1,363,450
1,2,0.08,61,190,214
1,13,1.05,7,123,296
2,25,0.67,1,6,44
2,133,1.52,2,332,220
1,56,1.68,1,234,75
30,6,0.2,10,333,60
2,34,1.91,2,37,47
1,35,2.16,4,249,29
1,38,3.11,2,0,54
7,1,0.12,76,273,345
1,200,3.22,8,365,69
30,69,1.86,6,311,200
2,63,1.01,35,294,596
4,3,0.07,284,310,172
2,17,0.32,1,59,245
28,18,0.91,1,31,79
2,29,1.92,1,353,499
3,25,1.13,1,317,125
1,228,4.46,1,67,193
1,19,3.45,11,0,140
30,5,0.24,1,0,120
1,42,2.78,1,0,74
3,3,0.41,1,0,50
2,14,0.31,1,0,125
1,47,1.85,7,243,269
1,35,1.98,1,198,38
